en,kor,cc
I'm lost.,나는 길을 잃었다.,CC-BY 2.0 (France) Attribution: tatoeba.org #455833 (lukaszpp) & #11104739 (intertime)
That's just my guess.,그건 단지 내 추측일 뿐이야.,CC-BY 2.0 (France) Attribution: tatoeba.org #8511267 (CK) & #8533755 (Eunhee)
Tom seems to be shy.,톰은 낯을 가리는 것처럼 보여.,CC-BY 2.0 (France) Attribution: tatoeba.org #3409284 (CK) & #8365709 (Eunhee)
Tom is married to a Canadian named Mary.,톰은 메리라는 캐나다 사람이랑 결혼했어.,CC-BY 2.0 (France) Attribution: tatoeba.org #8272174 (CK) & #8367220 (Eunhee)
It's too narrow.,너무 좁아.,CC-BY 2.0 (France) Attribution: tatoeba.org #2249330 (CK) & #11597105 (cherryband)
Hold it!,잠깐만!,CC-BY 2.0 (France) Attribution: tatoeba.org #280203 (CK) & #11104706 (intertime)
Run!,뛰어!,CC-BY 2.0 (France) Attribution: tatoeba.org #906328 (papabear) & #8355891 (Eunhee)
What color do you like?,무슨 색이 좋아?,CC-BY 2.0 (France) Attribution: tatoeba.org #3765018 (cromwellt) & #8406164 (Eunhee)
You don't say.,그럴 줄 알았어.,CC-BY 2.0 (France) Attribution: tatoeba.org #28233 (CK) & #11106471 (intertime)
We already know that.,그건 이미 우리가 알고 있어.,CC-BY 2.0 (France) Attribution: tatoeba.org #4500471 (CK) & #11132392 (Eunhee)
Please explain it more simply.,더 간단하게 설명해 줘.,CC-BY 2.0 (France) Attribution: tatoeba.org #4651859 (CK) & #8367682 (Eunhee)
Tom wants to learn how to play piano.,톰은 피아노 치는 법을 배우고 싶어해.,CC-BY 2.0 (France) Attribution: tatoeba.org #7324643 (Hybrid) & #8365263 (Eunhee)
I love red parrots.,난 빨간색 앵무새가 좋아.,CC-BY 2.0 (France) Attribution: tatoeba.org #5757570 (CM) & #8365104 (Eunhee)
Forgive us.,우릴 용서해 줘.,CC-BY 2.0 (France) Attribution: tatoeba.org #2111834 (CK) & #8368351 (Eunhee)
What a hot day!,정말 더운 날이었어!,CC-BY 2.0 (France) Attribution: tatoeba.org #2259827 (_undertoad) & #11105232 (intertime)
Tom asked Mary to go home early.,톰이 메리한테 집에 일찍 가라고 부탁했어.,CC-BY 2.0 (France) Attribution: tatoeba.org #7735959 (CK) & #8422606 (Eunhee)
Tom danced.,톰은 춤을 췄어.,CC-BY 2.0 (France) Attribution: tatoeba.org #2111189 (CK) & #8363438 (Eunhee)
Would you help me look for my keys?,열쇠를 찾고 있는데 좀 도와주시겠어요?,CC-BY 2.0 (France) Attribution: tatoeba.org #63777 (CK) & #11106749 (intertime)
Tom is a very good cook.,톰은 실력이 좋은 요리사다.,CC-BY 2.0 (France) Attribution: tatoeba.org #4081904 (CK) & #11106203 (intertime)
It couldn't have been worse.,이보다 더 나쁠 수는 없었어.,CC-BY 2.0 (France) Attribution: tatoeba.org #4665768 (CK) & #8361494 (Eunhee)
Where did you spend your summer vacation?,여름방학을 어디서 보내셨어요?,CC-BY 2.0 (France) Attribution: tatoeba.org #2613706 (CK) & #3684988 (rainbow4us)
We don't talk anymore.,우리는 더 이상 대화하지 않는다.,CC-BY 2.0 (France) Attribution: tatoeba.org #11104045 (doemaar14) & #11107599 (intertime)
I've worked three hours already.,난 이미 세 시간을 일했어.,CC-BY 2.0 (France) Attribution: tatoeba.org #3826779 (CK) & #8369686 (Eunhee)
I'm the owner of this company.,나는 이 회사의 주인이다.,CC-BY 2.0 (France) Attribution: tatoeba.org #6260477 (CK) & #11110674 (intertime)
Tom doesn't care how crazy he looks.,톰은 자기가 얼마나 미쳐보이는지 신경 안 써.,CC-BY 2.0 (France) Attribution: tatoeba.org #8366731 (CK) & #8366737 (Eunhee)
I used to do that every day.,난 그걸 매일 했었어.,CC-BY 2.0 (France) Attribution: tatoeba.org #7780520 (CK) & #8396428 (Eunhee)
Please relax.,제발 진정해.,CC-BY 2.0 (France) Attribution: tatoeba.org #29664 (CK) & #8358319 (Eunhee)
They're green.,그들은 초록색이다.,CC-BY 2.0 (France) Attribution: tatoeba.org #2111282 (CK) & #11105708 (intertime)
Tom doesn't look so well.,탐은 그다지 좋아보이지 않는다.,CC-BY 2.0 (France) Attribution: tatoeba.org #2644945 (CK) & #4042389 (intratech)
A full moon can be seen tonight.,오늘밤엔 보름달을 볼 수 있어.,CC-BY 2.0 (France) Attribution: tatoeba.org #243395 (CK) & #8365765 (Eunhee)
Her eyes were filled with tears.,그녀의 눈이 눈물로 가득했다.,CC-BY 2.0 (France) Attribution: tatoeba.org #309826 (CK) & #10576551 (ssuss32)
He died yesterday.,그는 어제 죽었어,CC-BY 2.0 (France) Attribution: tatoeba.org #296902 (CK) & #8306572 (ljj)
I can help you tomorrow.,난 널 내일 도와줄 수 있어.,CC-BY 2.0 (France) Attribution: tatoeba.org #8406006 (CK) & #8410359 (Eunhee)
Some animals are active at night.,어떤 동물들은 야행성이야.,CC-BY 2.0 (France) Attribution: tatoeba.org #324016 (CK) & #4752000 (kimhkng)
I didn't want any of it.,나는 아무것도 원하지 않았다,CC-BY 2.0 (France) Attribution: tatoeba.org #6841634 (CK) & #9803428 (ST_Young)
See above.,위를 봐.,CC-BY 2.0 (France) Attribution: tatoeba.org #273621 (CM) & #11104701 (intertime)
Have you ever been on a ship?,배에 한번이라도 타본 적 있어?,CC-BY 2.0 (France) Attribution: tatoeba.org #6352650 (CK) & #8362218 (Eunhee)
Stop! Thief!,멈춰! 도둑이야!,CC-BY 2.0 (France) Attribution: tatoeba.org #1173317 (cntrational) & #11104723 (intertime)
I played golf.,나는 골프를 쳤다.,CC-BY 2.0 (France) Attribution: tatoeba.org #6358562 (CK) & #11104855 (intertime)
Tom cut his own hair.,톰은 자신의 머리를 잘랐다.,CC-BY 2.0 (France) Attribution: tatoeba.org #9826443 (CK) & #11110634 (intertime)
"Switzerland is situated between France, Italy, Austria and Germany.","스위스는 프랑스와 이탈리아, 오스트리아, 독일 사이에 있다.",CC-BY 2.0 (France) Attribution: tatoeba.org #52443 (CM) & #10706767 (ssuss32)
Tom filled the bathtub with warm water.,톰은 욕조에 따뜻한 물을 부었어.,CC-BY 2.0 (France) Attribution: tatoeba.org #5843697 (CK) & #8364906 (Eunhee)
This may help you.,이게 도움이 될 지도 몰라.,CC-BY 2.0 (France) Attribution: tatoeba.org #3736935 (CK) & #11105317 (intertime)
This dictionary is mine.,이 사전은 내 것이다.,CC-BY 2.0 (France) Attribution: tatoeba.org #1766709 (CK) & #7342940 (yesjustryan)
I think it'll be sunny tomorrow.,내일은 해가 뜰 것 같아.,CC-BY 2.0 (France) Attribution: tatoeba.org #10109584 (CK) & #8560391 (Eunhee)
I really like snow.,난 눈이 정말 좋아.,CC-BY 2.0 (France) Attribution: tatoeba.org #5099505 (chris3spice) & #4952535 (rainbow4us)
They said no.,그들은 아니라고 했다.,CC-BY 2.0 (France) Attribution: tatoeba.org #2243297 (CK) & #11107468 (intertime)
I can't hate you.,널 미워할 수 없다.,CC-BY 2.0 (France) Attribution: tatoeba.org #1646285 (CM) & #11105617 (intertime)
She attempted suicide.,그녀는 자살을 시도했다.,CC-BY 2.0 (France) Attribution: tatoeba.org #314569 (SUZIE) & #6304884 (Queserasera)
I'm beautiful.,나는 아름답다.,CC-BY 2.0 (France) Attribution: tatoeba.org #716120 (papabear) & #11106731 (intertime)
Tom was acting weird.,톰은 이상하게 굴고 있었어.,CC-BY 2.0 (France) Attribution: tatoeba.org #7736669 (CK) & #8363192 (Eunhee)
Everybody loves her.,모두 그녀를 사랑한다.,CC-BY 2.0 (France) Attribution: tatoeba.org #471880 (blay_paul) & #6304976 (Queserasera)
He resigned.,그 사람은 은퇴했어.,CC-BY 2.0 (France) Attribution: tatoeba.org #1580341 (sam_m) & #8363347 (Eunhee)
The telephone rang.,전화기가 울렸다.,CC-BY 2.0 (France) Attribution: tatoeba.org #1960266 (CK) & #11105289 (intertime)
Tom finished.,톰이 끝냈어.,CC-BY 2.0 (France) Attribution: tatoeba.org #2111177 (CK) & #8368277 (Eunhee)
I'm sick of this.,이거 지긋지긋하다.,CC-BY 2.0 (France) Attribution: tatoeba.org #1891119 (CK) & #11105515 (intertime)
Do you think Tom is lying?,너는 톰이 거짓말을 하고 있다고 생각하니?,CC-BY 2.0 (France) Attribution: tatoeba.org #2891130 (CK) & #5526630 (raining211)
I have caught a cold.,감기에 걸렸어.,CC-BY 2.0 (France) Attribution: tatoeba.org #257622 (CK) & #8437643 (Eunhee)
You're mine.,넌 내 거야.,CC-BY 2.0 (France) Attribution: tatoeba.org #2217883 (CK) & #4948580 (rainbow4us)
I have to take my medicine every six hours.,나는 약을 여섯 시간마다 먹어야 해.,CC-BY 2.0 (France) Attribution: tatoeba.org #497663 (blay_paul) & #8365164 (Eunhee)
I can't believe it.,못 믿겠는데.,CC-BY 2.0 (France) Attribution: tatoeba.org #1887115 (CK) & #1587213 (JanAson)
It was nothing but a joke.,농담일 뿐이야.,CC-BY 2.0 (France) Attribution: tatoeba.org #42636 (CK) & #1587289 (JanAson)
Tom knits.,톰이 뜨개질 하고 있어.,CC-BY 2.0 (France) Attribution: tatoeba.org #2111161 (CK) & #8363433 (Eunhee)
My brother is out.,내 형제가 나갔다.,CC-BY 2.0 (France) Attribution: tatoeba.org #237850 (CK) & #11105710 (intertime)
This sounds familiar.,귀에 익은 소리인걸.,CC-BY 2.0 (France) Attribution: tatoeba.org #1740831 (Spamster) & #11105934 (intertime)
We're Canadians.,우리는 캐나다 사람이다.,CC-BY 2.0 (France) Attribution: tatoeba.org #2202636 (CK) & #11106711 (intertime)
Anything new?,새로운 것이라도 있어?,CC-BY 2.0 (France) Attribution: tatoeba.org #25313 (CM) & #8358317 (Eunhee)
Be cheerful.,활기차게 해.,CC-BY 2.0 (France) Attribution: tatoeba.org #1490966 (BraveSentry) & #8368210 (Eunhee)
Tom is living in the apartment that I used to live in.,톰은 내가 한때 살았던 아파트에 살고 있어.,CC-BY 2.0 (France) Attribution: tatoeba.org #7537426 (CK) & #8364884 (Eunhee)
Your plan failed.,네 계획은 실패했어.,CC-BY 2.0 (France) Attribution: tatoeba.org #2255466 (CK) & #8396633 (Eunhee)
What's the real goal?,진짜 목표는 뭐야?,CC-BY 2.0 (France) Attribution: tatoeba.org #8510955 (CK) & #8533783 (Eunhee)
We make milk into cheese and butter.,우린 우유를 치즈와 버터로 만들어.,CC-BY 2.0 (France) Attribution: tatoeba.org #19457 (CK) & #8367357 (Eunhee)
We have a party tonight.,우리 오늘 밤에 파티가 있어.,CC-BY 2.0 (France) Attribution: tatoeba.org #5788224 (CK) & #8362118 (Eunhee)
I want to return to Australia.,호주로 돌아가고 싶어.,CC-BY 2.0 (France) Attribution: tatoeba.org #7163844 (CK) & #8422592 (Eunhee)
Do you think Croatian is an interesting language?,크로아티아어가 재미있는 언어라고 생각하세요?,CC-BY 2.0 (France) Attribution: tatoeba.org #1365813 (CM) & #11104632 (intertime)
How many times do I need to repeat it?,몇 번을 반복해야 하나요?,CC-BY 2.0 (France) Attribution: tatoeba.org #4943621 (AlanF_US) & #4950372 (rainbow4us)
That's what I was going to say.,그게 내가 말하려던 거야.,CC-BY 2.0 (France) Attribution: tatoeba.org #3591639 (CK) & #5526651 (raining211)
The moon was shining brightly.,달이 밝게 빛나고 있었어.,CC-BY 2.0 (France) Attribution: tatoeba.org #238828 (CK) & #8365772 (Eunhee)
Tom is quick.,톰은 날렵해.,CC-BY 2.0 (France) Attribution: tatoeba.org #8366860 (CK) & #8366952 (Eunhee)
I didn't know that you used to teach French.,나는 네가 프랑스어를 가르쳤는지 몰랐어,CC-BY 2.0 (France) Attribution: tatoeba.org #6802693 (CK) & #7289363 (song)
I think that Tom is offended.,내 생각에 톰은 기분이 상해있어.,CC-BY 2.0 (France) Attribution: tatoeba.org #7110779 (CM) & #8356301 (Eunhee)
I rarely make a mistake.,나는 거의 실수를 하지 않아.,CC-BY 2.0 (France) Attribution: tatoeba.org #5916499 (CK) & #8356256 (Eunhee)
She has a dog and six cats.,그녀는 개 한마리와 고양이 여섯 마리를 키운다.,CC-BY 2.0 (France) Attribution: tatoeba.org #858614 (princesamee) & #11106219 (intertime)
How many children were injured?,아이들은 몇 명 다쳤어?,CC-BY 2.0 (France) Attribution: tatoeba.org #8363053 (CK) & #8363159 (Eunhee)
The Asian part of Russia is larger than China.,러시아의 아시아 쪽 영토는 중국보다 넓다.,CC-BY 2.0 (France) Attribution: tatoeba.org #10468040 (Objectivesea) & #11110806 (intertime)
Behave yourself.,처신 잘해.,CC-BY 2.0 (France) Attribution: tatoeba.org #64491 (CK) & #8358328 (Eunhee)
I enjoy watching children play.,나는 아이들이 노는 것을 보는 게 즐겁다.,CC-BY 2.0 (France) Attribution: tatoeba.org #245680 (CK) & #11106728 (intertime)
It happened in Boston.,그것은 보스턴에서 일어났습니다.,CC-BY 2.0 (France) Attribution: tatoeba.org #6845115 (CK) & #6845291 (dalgarak)
My calculation was correct.,내 계산은 정확했어.,CC-BY 2.0 (France) Attribution: tatoeba.org #7742664 (AlanF_US) & #8362166 (Eunhee)
What nonsense!,참 터무니없군!,CC-BY 2.0 (France) Attribution: tatoeba.org #1521868 (erikspen) & #11104730 (intertime)
The thief ran away.,그 도둑은 달아났다.,CC-BY 2.0 (France) Attribution: tatoeba.org #36818 (CK) & #11106573 (intertime)
Tom is so irresponsible. I can't believe it.,톰은 정말 무책임하다. 믿기지 않을 정도로.,CC-BY 2.0 (France) Attribution: tatoeba.org #3399648 (Hybrid) & #8549603 (okja)
I'm a little old-fashioned.,난 좀 촌스러워.,CC-BY 2.0 (France) Attribution: tatoeba.org #8459610 (CK) & #8459629 (Eunhee)
Tom wants to learn how to play the piano.,톰은 피아노 치는 법을 배우고 싶어해.,CC-BY 2.0 (France) Attribution: tatoeba.org #7514330 (CK) & #8365263 (Eunhee)
Study hard.,열심히 공부해.,CC-BY 2.0 (France) Attribution: tatoeba.org #53465 (CK) & #8358325 (Eunhee)
Cats are very interesting animals.,고양이는 몹시 흥미로운 동물이다.,CC-BY 2.0 (France) Attribution: tatoeba.org #8581906 (CK) & #11110663 (intertime)
Don't lie. Be honest.,거짓말 하지 마세요. 솔직해지세요.,CC-BY 2.0 (France) Attribution: tatoeba.org #1292950 (CK) & #5254839 (rainbow4us)
"Champagne, please.",샴폐인 부탁해.,CC-BY 2.0 (France) Attribution: tatoeba.org #987485 (CK) & #8368178 (Eunhee)
Which browser do you use?,너는 어떤 브라우저를 사용하니?,CC-BY 2.0 (France) Attribution: tatoeba.org #2315181 (CK) & #4032547 (intratech)
"Tom is short for his age, isn't he?",톰은 나이에 비해 키가 작지.,CC-BY 2.0 (France) Attribution: tatoeba.org #7828793 (CK) & #8386617 (Eunhee)
Tom is losing.,톰이 지고 있다.,CC-BY 2.0 (France) Attribution: tatoeba.org #2236763 (CK) & #11105688 (intertime)
"It is true that she is pretty, but she is selfish.",그사람이 예쁘다는 것은 사실이지만 근데 좀 이기적이야.,CC-BY 2.0 (France) Attribution: tatoeba.org #21690 (Eldad) & #8358089 (Eunhee)
What in the world do you think you're doing?,세상에 네가 뭘 하고 있다고 생각하는 거니?,CC-BY 2.0 (France) Attribution: tatoeba.org #1079411 (CK) & #6305439 (Queserasera)
Tom is a single dad.,톰은 싱글 대디야.,CC-BY 2.0 (France) Attribution: tatoeba.org #8366963 (CK) & #8367064 (Eunhee)
I'll take it.,내가 가져갈게.,CC-BY 2.0 (France) Attribution: tatoeba.org #54925 (CK) & #11107469 (intertime)
Nobody had any money.,누구도 돈이 없었어.,CC-BY 2.0 (France) Attribution: tatoeba.org #8510641 (CK) & #8533803 (Eunhee)
Tom sent us Christmas presents.,톰이 우리한테 크리스마스 선물을 보냈어.,CC-BY 2.0 (France) Attribution: tatoeba.org #5916624 (CK) & #8394176 (Eunhee)
I didn't have time to watch TV yesterday.,나는 어제 TV 볼 시간이 없었다.,CC-BY 2.0 (France) Attribution: tatoeba.org #244485 (CK) & #11105193 (intertime)
Accept your fate.,운명을 받아들여라.,CC-BY 2.0 (France) Attribution: tatoeba.org #11104756 (CK) & #11104751 (intertime)
"Go away, Tom.","저리 가, 톰.",CC-BY 2.0 (France) Attribution: tatoeba.org #2549794 (CK) & #11105166 (intertime)
Tom couldn't concentrate.,톰은 집중할 수 없었어.,CC-BY 2.0 (France) Attribution: tatoeba.org #2956359 (CK) & #8384110 (Eunhee)
Tom says that he's met you.,톰이 널 만난 적 있다고 말했어.,CC-BY 2.0 (France) Attribution: tatoeba.org #5765617 (CK) & #8367619 (Eunhee)
Didn't you know Tom lived in Boston when he was a child?,톰이 어렸을 때 보스턴에 산 줄도 몰랐어?,CC-BY 2.0 (France) Attribution: tatoeba.org #7194010 (CK) & #11104657 (intertime)
Tom clapped.,톰이 박수를 쳤어.,CC-BY 2.0 (France) Attribution: tatoeba.org #2111193 (CK) & #8368293 (Eunhee)
They left.,그들은 떠났어.,CC-BY 2.0 (France) Attribution: tatoeba.org #2111368 (CK) & #8368308 (Eunhee)
This is how I did it.,이게 내가 한 방법이다.,CC-BY 2.0 (France) Attribution: tatoeba.org #60392 (CK) & #10602947 (ssuss32)
This annoys me.,이거 짜증나.,CC-BY 2.0 (France) Attribution: tatoeba.org #395397 (CK) & #11106460 (intertime)
Tom didn't move a muscle.,톰은 움직이지 않았다.,CC-BY 2.0 (France) Attribution: tatoeba.org #2279362 (CK) & #6204774 (Seo)
I decided to go abroad to study.,난 공부하러 외국에 가기로 결심했어.,CC-BY 2.0 (France) Attribution: tatoeba.org #930016 (CM) & #8365856 (Eunhee)
"All of a sudden, she began to laugh.","그때 갑자기, 그녀가 웃기 시작했다.",CC-BY 2.0 (France) Attribution: tatoeba.org #316041 (CK) & #11105404 (intertime)
Tom loves cats.,톰은 고양이를 매우 좋아한다.,CC-BY 2.0 (France) Attribution: tatoeba.org #2549606 (CK) & #11106589 (intertime)
I'll call you when I get to Boston.,보스턴에 도착하면 전화할게요.,CC-BY 2.0 (France) Attribution: tatoeba.org #4948547 (CK) & #4948553 (rainbow4us)
Suit yourself.,맘대로 하세요.,CC-BY 2.0 (France) Attribution: tatoeba.org #240697 (CM) & #11104693 (intertime)
Tell me what's going on.,무슨 일인지 얘기해 주세요.,CC-BY 2.0 (France) Attribution: tatoeba.org #1845482 (CK) & #4950374 (rainbow4us)
Tom chuckled.,톰이 빙그레 웃었어.,CC-BY 2.0 (France) Attribution: tatoeba.org #2111194 (CK) & #8368295 (Eunhee)
I wonder whether Tom really likes Boston.,톰이 진짜 보스턴을 좋아하는지 궁금하네.,CC-BY 2.0 (France) Attribution: tatoeba.org #6336567 (CK) & #8386261 (Eunhee)
